Timestamp,Identity,Gender,Fort San Domingo,Tamsui Old Street,Tamshui Gold Seashore,Hobe Fort,Fisherman's Wharf,Shalun Beach
2025/11/20 21:09,Student,Male,7,8,8,7,8,8
2025/11/20 21:16,Student,Female,6,8,8,6,9,8
2025/11/20 21:18,Student,Male,7,8,8,7,8,8
2025/11/20 21:19,Student,Male,7,8,8,7,8,8
2025/11/20 21:20,Student,Male,7,8,8,7,8,8
2025/11/20 21:24,Student,Male,7,8,8,7,8,8
2025/11/20 21:28,Student,Male,7,8,8,7,8,8
2025/11/20 21:48,Student,Male,7,8,8,7,8,8
2025/11/20 21:51,Student,Male,7,8,8,7,8,8
2025/11/20 21:51,Student,Male,7,8,8,7,8,8
2025/11/20 22:03,Student,Male,7,8,8,7,8,8
2025/11/20 22:14,Student,Male,7,8,8,7,8,8
2025/11/20 22:14,Student,Male,7,8,8,7,8,8
2025/11/20 22:21,Student,Male,7,8,8,7,8,8
2025/11/20 22:23,Non-Student,Female,7,8,9,6,9,7
2025/11/20 22:27,Non-Student,Male,6,10,10,6,10,6
2025/11/20 22:32,Student,Male,7,8,8,7,8,8
2025/11/20 22:49,Student,Female,6,8,8,6,9,8
2025/11/20 22:57,Student,Male,7,8,8,7,8,8
2025/11/20 22:59,Student,Male,7,8,8,7,8,8
2025/11/20 23:00,Student,Male,7,8,8,7,8,8
2025/11/20 23:05,Student,Male,7,8,8,7,8,8
2025/11/20 23:13,Student,Female,6,8,8,6,9,8
2025/11/20 23:15,Student,Male,7,8,8,7,8,8
2025/11/20 23:38,Student,Female,6,8,8,6,9,8
2025/11/20 23:53,Student,Male,7,8,8,7,8,8
2025/11/20 23:54,Student,Male,7,8,8,7,8,8
2025/11/21 00:00,Student,Male,7,8,8,7,8,8
2025/11/21 00:01,Student,Male,7,8,8,7,8,8
2025/11/21 00:05,Student,Male,7,8,8,7,8,8
2025/11/21 00:38,Student,Male,7,8,8,7,8,8
2025/11/21 00:41,Student,Male,7,8,8,7,8,8
2025/11/21 00:46,Student,Male,7,8,8,7,8,8
2025/11/21 00:51,Non-Student,Female,7,8,9,6,9,7
2025/11/21 01:05,Student,Male,7,8,8,7,8,8
2025/11/21 01:06,Student,Male,7,8,8,7,8,8
2025/11/21 01:12,Student,Male,7,8,8,7,8,8
2025/11/21 01:12,Student,Male,7,8,8,7,8,8
2025/11/21 01:16,Student,Male,7,8,8,7,8,8
2025/11/21 01:17,Student,Male,7,8,8,7,8,8
2025/11/21 01:18,Student,Male,7,8,8,7,8,8
2025/11/21 01:22,Student,Female,6,8,8,6,9,8
2025/11/21 01:48,Student,Male,7,8,8,7,8,8
2025/11/21 02:00,Non-Student,Male,6,10,10,6,10,6
2025/11/21 02:07,Student,Male,7,8,8,7,8,8
2025/11/21 02:11,Student,Female,6,8,8,6,9,8
2025/11/21 02:16,Student,Male,7,8,8,7,8,8
2025/11/21 02:18,Student,Male,7,8,8,7,8,8
2025/11/21 02:54,Student,Male,7,8,8,7,8,8
2025/11/21 02:59,Student,Male,7,8,8,7,8,8
2025/11/21 03:01,Student,Male,7,8,8,7,8,8
2025/11/21 03:03,Student,Male,7,8,8,7,8,8
2025/11/21 03:12,Student,Male,7,8,8,7,8,8
2025/11/21 03:15,Student,Male,7,8,8,7,8,8
2025/11/21 03:20,Student,Male,7,8,8,7,8,8
2025/11/21 03:26,Student,Male,7,8,8,7,8,8
2025/11/21 03:43,Student,Female,6,8,8,6,9,8
2025/11/21 03:59,Student,Male,7,8,8,7,8,8
2025/11/21 04:08,Student,Male,7,8,8,7,8,8
2025/11/21 04:08,Student,Male,7,8,8,7,8,8
2025/11/21 04:10,Student,Male,7,8,8,7,8,8
2025/11/21 04:14,Student,Male,7,8,8,7,8,8
2025/11/21 04:39,Student,Male,7,8,8,7,8,8
2025/11/21 04:39,Student,Male,7,8,8,7,8,8
2025/11/21 04:46,Student,Male,7,8,8,7,8,8
2025/11/21 04:48,Student,Male,7,8,8,7,8,8
2025/11/21 05:23,Student,Female,6,8,8,6,9,8
2025/11/21 05:25,Student,Male,7,8,8,7,8,8
2025/11/21 05:30,Student,Female,6,8,8,6,9,8
2025/11/21 05:32,Student,Male,7,8,8,7,8,8
2025/11/21 05:35,Student,Male,7,8,8,7,8,8
2025/11/21 05:47,Student,Male,7,8,8,7,8,8
2025/11/21 05:49,Student,Other,4,6,6,8,8,4
2025/11/21 05:51,Student,Male,7,8,8,7,8,8
2025/11/21 05:56,Student,Male,7,8,8,7,8,8
2025/11/21 05:56,Student,Male,7,8,8,7,8,8
2025/11/21 05:58,Student,Male,7,8,8,7,8,8
2025/11/21 06:09,Student,Female,6,8,8,6,9,8
2025/11/21 06:09,Student,Female,6,8,8,6,9,8
2025/11/21 06:17,Student,Male,7,8,8,7,8,8
2025/11/21 06:19,Student,Male,7,8,8,7,8,8
2025/11/21 06:20,Student,Male,7,8,8,7,8,8
2025/11/21 06:23,Student,Male,7,8,8,7,8,8
2025/11/21 06:27,Student,Male,7,8,8,7,8,8
2025/11/21 06:28,Student,Male,7,8,8,7,8,8
2025/11/21 06:32,Student,Female,6,8,8,6,9,8
2025/11/21 06:33,Student,Male,7,8,8,7,8,8
2025/11/21 06:34,Student,Male,7,8,8,7,8,8
2025/11/21 06:35,Non-Student,Male,6,10,10,6,10,6
2025/11/21 06:41,Student,Male,7,8,8,7,8,8
2025/11/21 06:45,Student,Male,7,8,8,7,8,8
2025/11/21 06:52,Student,Male,7,8,8,7,8,8
2025/11/21 07:02,Student,Male,7,8,8,7,8,8
2025/11/21 07:06,Student,Male,7,8,8,7,8,8
2025/11/21 07:06,Student,Male,7,8,8,7,8,8
2025/11/21 07:12,Student,Male,7,8,8,7,8,8
2025/11/21 07:27,Student,Male,7,8,8,7,8,8
2025/11/21 07:36,Student,Male,7,8,8,7,8,8
2025/11/21 07:48,Student,Female,6,8,8,6,9,8
2025/11/21 07:49,Student,Male,7,8,8,7,8,8
2025/11/21 07:56,Non-Student,Female,7,8,9,6,9,7
2025/11/21 07:56,Student,Male,7,8,8,7,8,8
2025/11/21 08:03,Student,Male,7,8,8,7,8,8
2025/11/21 08:12,Student,Female,6,8,8,6,9,8
2025/11/21 08:27,Student,Female,6,8,8,6,9,8
2025/11/21 08:27,Student,Male,7,8,8,7,8,8
2025/11/21 08:28,Student,Male,7,8,8,7,8,8
2025/11/21 08:30,Student,Male,7,8,8,7,8,8
2025/11/21 08:56,Student,Male,7,8,8,7,8,8
2025/11/21 08:58,Student,Female,6,8,8,6,9,8
2025/11/21 08:58,Student,Male,7,8,8,7,8,8
2025/11/21 09:07,Student,Male,7,8,8,7,8,8
2025/11/21 09:07,Student,Male,7,8,8,7,8,8
2025/11/21 09:08,Student,Female,6,8,8,6,9,8
2025/11/21 09:08,Student,Female,6,8,8,6,9,8
2025/11/21 09:17,Student,Male,7,8,8,7,8,8
2025/11/21 10:03,Student,Male,7,8,8,7,8,8
2025/11/21 10:09,Student,Female,6,8,8,6,9,8
2025/11/21 10:09,Student,Male,7,8,8,7,8,8
2025/11/21 10:26,Student,Male,7,8,8,7,8,8
2025/11/21 10:33,Student,Male,7,8,8,7,8,8
2025/11/21 10:35,Student,Female,6,8,8,6,9,8
2025/11/21 10:37,Student,Male,7,8,8,7,8,8
2025/11/21 10:46,Student,Male,7,8,8,7,8,8
2025/11/21 10:52,Student,Male,7,8,8,7,8,8
2025/11/21 10:53,Student,Male,7,8,8,7,8,8
2025/11/21 10:53,Student,Male,7,8,8,7,8,8
2025/11/21 11:14,Student,Male,7,8,8,7,8,8
2025/11/21 11:19,Student,Female,6,8,8,6,9,8
2025/11/21 11:20,Student,Male,7,8,8,7,8,8
2025/11/21 11:22,Student,Male,7,8,8,7,8,8
2025/11/21 11:23,Non-Student,Female,7,8,9,6,9,7
2025/11/21 11:24,Student,Male,7,8,8,7,8,8
2025/11/21 11:29,Student,Male,7,8,8,7,8,8
2025/11/21 11:29,Student,Male,7,8,8,7,8,8
2025/11/21 11:32,Student,Male,7,8,8,7,8,8
2025/11/21 11:41,Non-Student,Male,6,10,10,6,10,6
2025/11/21 11:49,Student,Male,7,8,8,7,8,8
2025/11/21 11:49,Student,Male,7,8,8,7,8,8
2025/11/21 11:59,Student,Male,7,8,8,7,8,8
2025/11/21 12:01,Student,Male,7,8,8,7,8,8
2025/11/21 12:21,Student,Male,7,8,8,7,8,8
2025/11/21 12:25,Student,Male,7,8,8,7,8,8
2025/11/21 12:43,Student,Male,7,8,8,7,8,8
2025/11/21 12:46,Student,Male,7,8,8,7,8,8
2025/11/21 12:58,Student,Male,7,8,8,7,8,8
2025/11/21 12:59,Student,Male,7,8,8,7,8,8
2025/11/21 12:59,Student,Male,7,8,8,7,8,8
2025/11/21 13:01,Student,Female,6,8,8,6,9,8
2025/11/21 13:05,Student,Male,7,8,8,7,8,8
2025/11/21 13:10,Student,Male,7,8,8,7,8,8
2025/11/21 13:10,Student,Male,7,8,8,7,8,8
2025/11/21 13:12,Student,Male,7,8,8,7,8,8
2025/11/21 13:18,Student,Male,7,8,8,7,8,8
2025/11/21 13:26,Student,Male,7,8,8,7,8,8
2025/11/21 13:37,Student,Male,7,8,8,7,8,8
2025/11/21 13:58,Student,Female,6,8,8,6,9,8
2025/11/21 14:04,Student,Female,6,8,8,6,9,8
2025/11/21 14:05,Student,Male,7,8,8,7,8,8
2025/11/21 14:13,Student,Male,7,8,8,7,8,8
2025/11/21 14:16,Student,Male,7,8,8,7,8,8
2025/11/21 14:17,Student,Male,7,8,8,7,8,8
2025/11/21 14:23,Student,Male,7,8,8,7,8,8
2025/11/21 14:27,Student,Female,6,8,8,6,9,8
2025/11/21 14:37,Student,Male,7,8,8,7,8,8
2025/11/21 14:43,Student,Male,7,8,8,7,8,8
2025/11/21 14:50,Student,Female,6,8,8,6,9,8
2025/11/21 14:52,Student,Male,7,8,8,7,8,8
2025/11/21 14:52,Student,Male,7,8,8,7,8,8
2025/11/21 14:56,Student,Female,6,8,8,6,9,8
2025/11/21 14:58,Student,Male,7,8,8,7,8,8
2025/11/21 15:10,Student,Male,7,8,8,7,8,8
2025/11/21 15:10,Student,Male,7,8,8,7,8,8
2025/11/21 15:15,Student,Female,6,8,8,6,9,8
2025/11/21 15:21,Student,Male,7,8,8,7,8,8
2025/11/21 15:21,Student,Other,4,6,6,8,8,4
2025/11/21 15:22,Student,Male,7,8,8,7,8,8
2025/11/21 15:23,Student,Male,7,8,8,7,8,8
2025/11/21 15:28,Student,Male,7,8,8,7,8,8
2025/11/21 15:31,Student,Male,7,8,8,7,8,8
2025/11/21 16:02,Student,Female,6,8,8,6,9,8
2025/11/21 16:19,Student,Female,6,8,8,6,9,8
2025/11/21 16:22,Student,Female,6,8,8,6,9,8
2025/11/21 16:25,Student,Male,7,8,8,7,8,8
2025/11/21 16:27,Student,Male,7,8,8,7,8,8
2025/11/21 16:34,Student,Male,7,8,8,7,8,8
2025/11/21 16:43,Student,Male,7,8,8,7,8,8
2025/11/21 16:43,Student,Female,6,8,8,6,9,8
2025/11/21 16:51,Student,Male,7,8,8,7,8,8
2025/11/21 16:53,Student,Male,7,8,8,7,8,8
2025/11/21 17:03,Student,Male,7,8,8,7,8,8
2025/11/21 17:24,Student,Male,7,8,8,7,8,8
2025/11/21 17:28,Student,Male,7,8,8,7,8,8
2025/11/21 17:29,Student,Female,6,8,8,6,9,8
2025/11/21 17:39,Student,Male,7,8,8,7,8,8
2025/11/21 17:46,Student,Male,7,8,8,7,8,8
2025/11/21 17:46,Student,Male,7,8,8,7,8,8
2025/11/21 17:49,Student,Female,6,8,8,6,9,8
2025/11/21 17:52,Student,Male,7,8,8,7,8,8
2025/11/21 17:55,Student,Male,7,8,8,7,8,8
2025/11/21 18:10,Student,Male,7,8,8,7,8,8
2025/11/21 18:10,Student,Male,7,8,8,7,8,8
2025/11/21 18:20,Student,Male,7,8,8,7,8,8
2025/11/21 18:21,Student,Male,7,8,8,7,8,8
2025/11/21 18:26,Student,Female,6,8,8,6,9,8
2025/11/21 18:29,Student,Male,7,8,8,7,8,8
2025/11/21 18:33,Student,Male,7,8,8,7,8,8
2025/11/21 18:35,Student,Male,7,8,8,7,8,8
2025/11/21 18:36,Student,Other,4,6,6,8,8,4
2025/11/21 18:40,Student,Male,7,8,8,7,8,8
2025/11/21 18:43,Student,Male,7,8,8,7,8,8
2025/11/21 18:46,Student,Male,7,8,8,7,8,8
2025/11/21 18:55,Student,Male,7,8,8,7,8,8
2025/11/21 19:07,Student,Male,7,8,8,7,8,8
2025/11/21 19:08,Non-Student,Female,7,8,9,6,9,7
2025/11/21 19:14,Student,Male,7,8,8,7,8,8
2025/11/21 19:19,Non-Student,Female,7,8,9,6,9,7
2025/11/21 19:25,Student,Female,6,8,8,6,9,8
2025/11/21 19:27,Student,Male,7,8,8,7,8,8
2025/11/21 19:32,Student,Male,7,8,8,7,8,8
2025/11/21 19:33,Student,Male,7,8,8,7,8,8
2025/11/21 19:38,Student,Male,7,8,8,7,8,8
2025/11/21 19:49,Student,Male,7,8,8,7,8,8
2025/11/21 19:55,Student,Female,6,8,8,6,9,8
2025/11/21 19:56,Student,Male,7,8,8,7,8,8
2025/11/21 20:01,Student,Female,6,8,8,6,9,8
2025/11/21 20:05,Student,Male,7,8,8,7,8,8
2025/11/21 20:05,Student,Male,7,8,8,7,8,8
2025/11/21 20:18,Student,Male,7,8,8,7,8,8
2025/11/21 20:27,Student,Male,7,8,8,7,8,8
2025/11/21 20:29,Student,Male,7,8,8,7,8,8
2025/11/21 20:34,Student,Male,7,8,8,7,8,8
2025/11/21 20:42,Student,Male,7,8,8,7,8,8
2025/11/21 20:42,Student,Male,7,8,8,7,8,8
2025/11/21 20:45,Student,Male,7,8,8,7,8,8
2025/11/21 20:59,Student,Male,7,8,8,7,8,8
2025/11/21 21:05,Student,Female,6,8,8,6,9,8
2025/11/21 21:10,Student,Male,7,8,8,7,8,8
2025/11/21 21:17,Student,Male,7,8,8,7,8,8
2025/11/21 21:24,Student,Male,7,8,8,7,8,8
2025/11/21 21:29,Student,Male,7,8,8,7,8,8
2025/11/21 21:30,Student,Male,7,8,8,7,8,8
2025/11/21 21:33,Student,Male,7,8,8,7,8,8
2025/11/21 21:37,Student,Male,7,8,8,7,8,8
2025/11/21 21:38,Student,Male,7,8,8,7,8,8
2025/11/21 21:38,Student,Male,7,8,8,7,8,8
2025/11/21 21:39,Student,Female,6,8,8,6,9,8
2025/11/21 21:40,Student,Male,7,8,8,7,8,8
2025/11/21 21:56,Student,Male,7,8,8,7,8,8
2025/11/21 21:57,Student,Male,7,8,8,7,8,8
2025/11/21 22:01,Student,Male,7,8,8,7,8,8
2025/11/21 22:18,Student,Male,7,8,8,7,8,8
2025/11/21 22:19,Student,Male,7,8,8,7,8,8
2025/11/21 22:27,Student,Other,4,6,6,8,8,4
2025/11/21 22:31,Student,Male,7,8,8,7,8,8
2025/11/21 22:32,Student,Male,7,8,8,7,8,8
2025/11/21 22:39,Student,Male,7,8,8,7,8,8
2025/11/21 22:40,Student,Male,7,8,8,7,8,8
2025/11/21 22:43,Student,Male,7,8,8,7,8,8
2025/11/21 22:44,Student,Female,6,8,8,6,9,8
2025/11/21 22:44,Student,Male,7,8,8,7,8,8
2025/11/21 22:47,Student,Male,7,8,8,7,8,8
2025/11/21 22:54,Student,Male,7,8,8,7,8,8
2025/11/21 23:05,Student,Male,7,8,8,7,8,8
2025/11/21 23:10,Student,Male,7,8,8,7,8,8
