no,Time,UserID/MemID,設置點,緯度,經度,place_id
124,2/10/2022 12:19:33 AM,U317cec3c5157e6f8bb09cfb3a514f5cc,四季肉圓專賣店,23.57334,119.57233,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
127,2/10/2022 12:31:22 PM,Ubaf58e50e1a0f6cf64739737b2398b0f,海島海產大賣場,23.56576883,119.5655136,ChIJK5GmlHyrQjQRPNKNdgjHRhU
128,2/10/2022 12:32:05 PM,U1533b24c18a3e1f1479bdb79969431d9,嚐香聚牛肉麵,23.57425,119.57308,ChIJTRMp-_JabDQRUnK6SeL9Hcs
130,2/10/2022 12:35:12 PM,Ua5d612b844f3c29bede3e6e5528797f5,小林包子饅頭店,23.5685,119.56895,ChIJQbh-E-EeaDQR9LphzUvlOCk
131,2/10/2022 12:42:35 PM,Ubf9613667a2d109d9f26efb31b8cc1e3,秋禾家和風創意料理,23.56187,119.58124,ChIJtfUdXa4faDQRNPDrzKHbw7A
132,2/10/2022 12:48:40 PM,U7f8cc11658910a8d1e4cbb29fdd94e25,玻玻飲食店,23.57971,119.57924,ChIJr0KgJuohaDQRpFvzq73WYU8
134,2/10/2022 2:08:52 PM,U818fd6da9a2a8e5b11cf9562a14849d0,抓包．馬公分店,23.5729,119.57694,ChIJXxmz95i7QjQR2KV4hNKmZqA
135,2/10/2022 2:19:53 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,多那之澎湖店,23.56483,119.56537,ChIJfYyqojxbbDQRGGxepd_BnfY
137,2/10/2022 2:31:46 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,希望天地珊瑚珍珠,23.56519326,119.5675032,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
141,2/10/2022 2:51:28 PM,U50284f2fcdf83512e9e4968a77e2a672,最愛小米甜甜圈,23.58469,119.66216,ChIJkUqxsIX6ZzQRxV0W0duojPU
142,2/10/2022 2:57:59 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,芳遠水果行,23.56751,119.56721,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
143,2/10/2022 3:01:46 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,文化路蔥油餅,23.56825,119.56753,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
145,2/10/2022 3:27:38 PM,U67a7a0290b58d9e0f8cff519fe54860b,奶油蝴蝶烘焙坊,23.57647,119.57387,ChIJF9RFJOhabDQRx8CemXDka7U
149,2/10/2022 3:33:13 PM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,招柴莉莉,23.57278,119.57504,ChIJOQKqwa03aDQRdWUUj-skPf8
155,2/10/2022 3:56:55 PM,U67a7a0290b58d9e0f8cff519fe54860b,O le pain 喔！麵包,23.57111,119.57982,ChIJF9RFJOhabDQRx8CemXDka7U
156,2/10/2022 3:59:28 PM,U777bd7ab1fdf2dd08c34b34acdcf50d9,嚐香聚牛肉麵,23.57425,119.57308,ChIJIXp_sKdbbDQRSCtuMHZGHJc
157,2/10/2022 4:02:12 PM,Ua3939a175af1ebc9979229dc604647ec,葉子的店,23.57429,119.57824,ChIJcdr58_JabDQR7Z9m1T38Qes
159,2/10/2022 5:19:32 PM,U980b777af61d81386b425fd47e220136,提樂茶飲專賣店,23.56668,119.5654,ChIJ8zJcwvZbbDQR4knHYMtibZs
160,2/10/2022 5:22:18 PM,Ud9f189e6e4cbc8628e6994a3adc90939,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,ChIJXcTEPjdRbDQRI7DPZYYs6Lg
161,2/10/2022 5:54:29 PM,Ud9f189e6e4cbc8628e6994a3adc90939,多那之澎湖店,23.56483,119.56537,ChIJXcTEPjdRbDQRI7DPZYYs6Lg
162,2/10/2022 5:56:37 PM,Uc90a03dc5c8efd275ba07ee176e23375,多那之澎湖店,23.56483,119.56537,ChIJGTSaq8lFbDQRjk4BwaWTEBM
163,2/10/2022 5:57:46 PM,U9cacbab869f82d21cfb11584e3c73299,岩田丼屋歡迎您！,23.57708,119.57257,
165,2/10/2022 6:05:16 PM,U7676d997af8f09860c497735040717d5,滷底撈-澎湖店,23.56499,119.58107,ChIJw0K1XelabDQRR05-D8tl7SM
167,2/10/2022 6:14:11 PM,U3bef99915c174d00c8771be3302bef5d,抓包．馬公分店,23.5729,119.57694,
170,2/10/2022 6:33:55 PM,Uab0c17a03c299ff3beb9c2815e87e385,海島海產大賣場,23.56576883,119.5655136,
173,2/10/2022 6:55:36 PM,U7a89fa99cb80c8496590501db322b56c,桃太郎日式料理,23.56613,119.56468,ChIJjd7vde9abDQRBMV5IWfxD58
174,2/10/2022 7:02:59 PM,U7a89fa99cb80c8496590501db322b56c,鯨 鯊威瑪,23.5667,119.56479,ChIJjd7vde9abDQRBMV5IWfxD58
175,2/10/2022 7:10:14 PM,U7a89fa99cb80c8496590501db322b56c,小小間,23.57003,119.56901,ChIJjd7vde9abDQRBMV5IWfxD58
177,2/10/2022 7:19:34 PM,Ud0855c645710344a6f1db42868300fb2,曾記滿福堂擔仔麵,23.57406,119.57323,
180,2/10/2022 7:38:43 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,秋喜肉蛋吐司,23.56867,119.5675,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
181,2/10/2022 7:40:10 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,小小間,23.57003,119.56901,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
182,2/10/2022 7:44:40 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,日香美食坊歡迎您～,23.57466,119.5768,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
184,2/10/2022 7:57:23 PM,Ue7237672494c6a4bbebedf37072e668a,芳遠水果行,23.56751,119.56721,
187,2/10/2022 8:44:45 AM,U6594f5623ade5662784accad1314115c,欣欣麵食館,23.58453,119.65867,ChIJE4pb6z5bbDQR5G6BkO2_eSE
189,2/10/2022 9:05:49 AM,U6594f5623ade5662784accad1314115c,榕徽嬤?吃吃喝喝,23.56909,119.59924,ChIJE4pb6z5bbDQR5G6BkO2_eSE
191,2/10/2022 9:21:57 PM,Uc6ca45181f84f93c8037448e8d1945cd,巴適麻辣鍋,23.57185,119.58141,ChIJI8R1IGc3aDQRNUAparOfbhw
193,2/10/2022 9:35:05 PM,U6368c5aa5f76abbfc284f5224f2ae22a,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,ChIJ9xPjYvJabDQR9M88sVfluaQ
195,2/10/2022 9:37:59 PM,U6368c5aa5f76abbfc284f5224f2ae22a,沐一日式豬排專賣店,23.57319,119.57316,ChIJ9xPjYvJabDQR9M88sVfluaQ
198,2/10/2022 9:59:58 PM,U410a9008b1cf495925182f84ce1f204e,夏天茶飲,23.57184,119.57075,ChIJ-bbZLLZbbDQR9MENVN1zp3U
200,2/11/2022 1:03:54 PM,Uac8f1738516975144175970d61cd80a6,赤崁海產行,23.57061,119.57209,ChIJE7ziGXlbbDQRyDbn42cIOt0
203,2/11/2022 1:10:04 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,自由塔,23.56993769,119.5713121,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
204,2/11/2022 1:12:18 PM,Ue27028025057a63c1353fc5b15c117a8,青灣餐廳,23.52903,119.55413,ChIJadvlyslabDQR8uQJ7HFjF5E
206,2/11/2022 1:21:50 PM,U7a89fa99cb80c8496590501db322b56c,吳記沙拉船&好記蔬食鹽水雞,23.57226,119.57102,ChIJjd7vde9abDQRBMV5IWfxD58
207,2/11/2022 1:26:05 PM,U7a89fa99cb80c8496590501db322b56c,菲菲檸檬,23.57352,119.57246,ChIJjd7vde9abDQRBMV5IWfxD58
212,2/11/2022 10:55:30 PM,U1533b24c18a3e1f1479bdb79969431d9,三ㄚ店&潮style,23.56705,119.56538,ChIJTRMp-_JabDQRUnK6SeL9Hcs
213,2/11/2022 10:59:04 AM,U7a89fa99cb80c8496590501db322b56c,澎湖 朝陽路肉圓,23.57339,119.57697,ChIJjd7vde9abDQRBMV5IWfxD58
215,2/11/2022 11:15:33 PM,Uc31b6630118080fe58e0cf134b3b4124,弗洛伊得飲酒店,23.56755,119.56811,ChIJ3YFee_JabDQRdTZgl44Xp-8
216,2/11/2022 11:18:28 PM,U75559c3a5e306d3cdf5a9e3dbd88febf,夯小管燒x雞蛋糕,23.56476,119.58144,ChIJfRyEck1bbDQRW1v231YeUP8
217,2/11/2022 11:28:49 AM,U7a89fa99cb80c8496590501db322b56c,葉子的店,23.57429,119.57824,ChIJjd7vde9abDQRBMV5IWfxD58
218,2/11/2022 11:33:55 AM,U58001d9adfe8f94262b41bcaf841093b,登峰藝品行(登峰特產行),23.56505,119.56522,ChIJIZeoF4tbbDQRArpaCIcKdRI
222,2/11/2022 12:13:20 PM,Uf76a6f0b17ea0705968331434988e564,紐西蘭牛排館,23.57295,119.57542,
225,2/11/2022 12:33:19 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,小門鯨魚洞站,23.65265094,119.5174826,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
226,2/11/2022 12:33:43 PM,U83a795c9bbe7e2600837384f0bc0f999,榕徽嬤?吃吃喝喝,23.56909,119.59924,ChIJk_h1SSNbbDQRpX7P_cwyx3c
229,2/11/2022 12:54:30 AM,U154bd291a178d1a0c85e1957dd0212bd,小小間,23.57003,119.56901,ChIJlTmvMGFbbDQRGiEITH7mwmo
230,2/11/2022 12:55:46 AM,U154bd291a178d1a0c85e1957dd0212bd,美味登場飯麵館,23.56881,119.57029,ChIJlTmvMGFbbDQRGiEITH7mwmo
232,2/11/2022 2:01:36 PM,U6368c5aa5f76abbfc284f5224f2ae22a,提樂茶飲專賣店,23.56668,119.5654,ChIJ9xPjYvJabDQR9M88sVfluaQ
233,2/11/2022 2:02:47 PM,U6368c5aa5f76abbfc284f5224f2ae22a,熊掌心健康果茶,23.56358,119.56499,ChIJ9xPjYvJabDQR9M88sVfluaQ
234,2/11/2022 2:08:08 PM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,奶油蝴蝶烘焙坊,23.57647,119.57387,ChIJ0Yjn9-5abDQRR86lBh66Sxk
235,2/11/2022 2:23:47 PM,U58001d9adfe8f94262b41bcaf841093b,小熊與樹小熊燒馬公店,23.56762,119.58277,ChIJIZeoF4tbbDQRArpaCIcKdRI
237,2/11/2022 4:01:42 PM,U22810a86bf6c88e1580fc68bb22cc23c,秋喜肉蛋吐司,23.56867,119.5675,ChIJLeqDHHOpQjQRjIgswvkjQjw
238,2/11/2022 4:19:50 PM,U3bef99915c174d00c8771be3302bef5d,曾記滿福堂擔仔麵,23.57406,119.57323,
239,2/11/2022 4:20:51 PM,U3bef99915c174d00c8771be3302bef5d,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,
240,2/11/2022 4:21:46 PM,U549d83ded5aae205862d9454360f140e,外垵福氣刈包,23.56469,119.47946,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
241,2/11/2022 4:25:52 PM,U98d0d675417375da1eea4c4bd7cdb2e9,Mr.大雞,23.57226,119.57626,ChIJhR1bfPcBaDQRYO_ClhBrn_4
242,2/11/2022 4:57:14 PM,U58001d9adfe8f94262b41bcaf841093b,新巴適經典麻辣鍋,23.57179,119.57882,ChIJIZeoF4tbbDQRArpaCIcKdRI
243,2/11/2022 5:16:41 PM,U58001d9adfe8f94262b41bcaf841093b,O le pain 喔！麵包,23.57111,119.57982,ChIJIZeoF4tbbDQRArpaCIcKdRI
244,2/11/2022 5:17:42 PM,Ub7e7400468a94c97e7aa9a4e08c88981,阿鳳牛肉河粉,23.57142,119.57239,ChIJ45LxDvNabDQRD1_2UOwS_e8
245,2/11/2022 5:25:53 PM,U777bd7ab1fdf2dd08c34b34acdcf50d9,小小間,23.57003,119.56901,ChIJIXp_sKdbbDQRSCtuMHZGHJc
246,2/11/2022 5:35:19 PM,U50284f2fcdf83512e9e4968a77e2a672,新巴適經典麻辣鍋,23.57179,119.57882,ChIJkUqxsIX6ZzQRxV0W0duojPU
248,2/11/2022 5:35:53 PM,U22810a86bf6c88e1580fc68bb22cc23c,秀秀蔥大餅,23.5764,119.57411,ChIJLeqDHHOpQjQRjIgswvkjQjw
249,2/11/2022 5:40:33 PM,U2c8b6029144a9ebb397a0994b467d2b9,純意居蔬食超市,23.57356,119.57634,
250,2/11/2022 5:44:53 PM,U6368c5aa5f76abbfc284f5224f2ae22a,小小間,23.57003,119.56901,ChIJ9xPjYvJabDQR9M88sVfluaQ
251,2/11/2022 5:48:33 PM,U9d74e50af944020a75cdc3d1928eddee,找食間,23.57331,119.56867,ChIJC-sIK_BabDQRbXkDCZgukU0
252,2/11/2022 6:08:26 PM,U410a9008b1cf495925182f84ce1f204e,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,ChIJ-bbZLLZbbDQR9MENVN1zp3U
253,2/11/2022 6:13:39 PM,U3bef99915c174d00c8771be3302bef5d,日香美食坊歡迎您～,23.57466,119.5768,
254,2/11/2022 6:15:00 PM,U6d1b2af10fd5ed87fa93e0565cb66e7b,天津蔥抓餅,23.57431,119.5792,ChIJeb-qgj4lBhQRsdw0Ql3GcKM
257,2/11/2022 6:28:07 PM,U7a89fa99cb80c8496590501db322b56c,品川元麻辣串串,23.56319,119.59046,ChIJjd7vde9abDQRBMV5IWfxD58
258,2/11/2022 6:50:10 PM,U1f2baccfa1b2d88b8f29575722fb2121,澎漁宴餐廳,23.56625705,119.5690162,ChIJAUljgLlbbDQRwuvTXGBzHnE
263,2/11/2022 8:35:38 PM,U1533b24c18a3e1f1479bdb79969431d9,提樂茶飲專賣店,23.56668,119.5654,ChIJTRMp-_JabDQRUnK6SeL9Hcs
264,2/11/2022 9:07:54 PM,U6368c5aa5f76abbfc284f5224f2ae22a,北海道海產專賣店,23.56637,119.56886,ChIJ9xPjYvJabDQR9M88sVfluaQ
265,2/11/2022 9:12:22 PM,U8f52791ff4dff75591e39c111c4859e1,夏天茶飲,23.57184,119.57075,
266,2/11/2022 9:25:46 AM,U954f8e628b485f2c105b7e035639650b,澎湖 朝陽路肉圓,23.57339,119.57697,ChIJQZrILfNabDQR9_o0RXV5yGo
268,2/11/2022 9:40:42 PM,U16884c894357fdf20860f6ecee558d7f,High wave pizza,23.56532,119.56466,ChIJTTgcnF9bbDQRyRePTX8sDUs
270,2/12/2022 1:09:27 PM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,阿姨仙人掌冰,23.65683,119.55745,ChIJ0Yjn9-5abDQRR86lBh66Sxk
271,2/12/2022 1:23:12 PM,U549d83ded5aae205862d9454360f140e,原豆工坊咖啡專賣店,23.56409,119.56508,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
