name,price_level,rating,img_url,location,place_id,map_url
澎湖福朋喜來登酒店,N/A,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpfflmvMTPVmQd0t6NyJzJbrzh2MOfrfIKDYOdAaAa3tmgD8iwadWVLsPLDZXN2uVbwT2X8JnbkGSoEXlo2LSHgOipOCmt3hmzNv8Y-w9Qi66xjt1yMFRmIr1El-SxNSfRqF0ql8onbgVK82fHS9YOAFD1SYJQXAqy0EQN7STuiXZvGSCeHZzGQWvnSj5fSmDrZrmPutKycQWxrriGnb19rMNd6Nzu8LFxP52GdPLgajSbm7thqI0DxPExexD_Et6RhMD10N9REx66Nx6cG6Sqn2KYH42i6sYVkxHkKouxuTU6PeW2Kxs9mH1yzJYJMO2Loh23samh3qZ14l4ss7CXa2c9U19CJEDEkVUyake6wEr-MoNbKes_3n6BFqlbbIMocq7k4fP2bX_roRrNk8PD8bG875RqOXRqAdlnr1hnn88Up6C6gTCaJbPwzvQfLFJeUXBfVdB6L6QCBjkt-gyNNZbcPJFLzGvmP954k31X7DlO2Zqc912w9t7esFW_AqYo1ze0Z5bOpK3qCaF9RupIj2KqA8c1jGR8dukGnjCn-6tD2JV7yegl3Mb1LRXWxRMUuhw-20tM9S8rimTnnyfvDFKYNf4vuGDQQwQ3vlkNqKu21zmoW_lBlAejsxKnafPSikgV61&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.5678395, 'lng': 119.575786}",ChIJA10kW-pabDQRv4JPxkkbeYY,https://www.google.com/maps/place/?q=place_id:ChIJA10kW-pabDQRv4JPxkkbeYY
無煙民宿 No Smoking INN,N/A,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpewx9WmAaGExhh12iSyyC37u5SKTaMA5-n1kWCGSo5fY00-tcP2OI6n-23kW2Xn54dbby2o4o8I2YZjY3TRlPaLND5OFVP9DiVJPlkNM6tgIZ07sCjffmrVJw4Tgsyf-k9552dgiIbIPenlOW5Jmn16cZrR5ftQrt2PxsR1CgPO6vYiZ3bUQ4aA8j5hCqlGzN-hjwCC_N_rZnY-3EkSDIp1VDZNCuO70OnUZ2qUPBF_whmpxWBFE4gCBs7H2ajQnmjMOOycKcpGH40rgsO2tEWjZHYQ_lmJjB0AuQyvV2nsC4V9aQ0Ihq00LKSlrQ2MAJ1kOl4cZoE&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.5723897, 'lng': 119.5790105}",ChIJNeTT_OBbbDQRW3FoOYqph1w,https://www.google.com/maps/place/?q=place_id:ChIJNeTT_OBbbDQRW3FoOYqph1w
澎湖蘋果香味,N/A,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpcCuChMhD9Oke4os35vafxC075zzHCd0WYpUHCQduixcO6NoR0RiR69GPmaEzzYomwI2ofgET82PkStT3sO-jrVe2nKiWSHklube7BP0rC5Zy7-kEoFPrLIt7MGvZV2tG1WA2F2Dte43ygZH0NRe1SLAc_eLR0PI5h5H8tPArLU3ir5uk-kUfa0c6vYBthpFQXvSkJfulIq_8924YIRFVneeVWPKrygabhw1pLs6Ug0AmVbUnLbEEtjjMmY3SAQlbiaKY8fEj8Y0AGub5OnOUU7koYgGEtr5ZCCyRT4N3r2NxUuJvgmmhJeEBro61hTxOrtbIz1UKM&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.5657338, 'lng': 119.5674241}",ChIJAXJdv_JabDQRVUTvTQh3iIc,https://www.google.com/maps/place/?q=place_id:ChIJAXJdv_JabDQRVUTvTQh3iIc
一二三石頭人民宿,N/A,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpdpM25IqITpLZeSkHe91jmx3HBvEZU6XsHuTOW1pRVkFR0wXvsry6D6dHqCGDoFb1sWMXctNgF0rnhuNnP3TGLOAgYGGrqb5sEmxtXN8ESXHL2MXWQ0KppU022yd589-xeEsVzeIhMpkMOHebodrQLDQ0_Jy4w8hXsZ2T_P3bpO4CstN3taJPWZbqMGZxlv2OJL3YugTZLh2FyypFP1DaIG_Vg36NE8KPPEKApp2fW2lnUZfQt30ZtzOrK72NLFGa1VsUGgaKREnS-JN9qzxDe5SjI4B8mAo8w2iUQbt159Ik6c1JyRMm9lRGR7G3_hFkTIoj1oa6uZM831SX4_Vl8Raf-owpkwyWtvLem5ErcxqdfDgmQPoRaqO1ztA1VVXrNmQzEEuCMEiDrnOElM0wUv878lCDafFoON-0tpUWlxMSWaexuioPsCUCJ5fvKLu-c7txs6j8DoIcAFy12i5DPgh9uoTxjp9OQTUvwoh82bua2fHsKi6V8WYkf-rwmDOAKPW23YP_CsorZrsWxsZOaG6Lb0S0U2nJoFRVFu4444DEwltNUmZbB90hLLcJOfZlha5vrbf3DfEb8qS3YE5gTSNYxZ-Kh9KSW0y4UQLB3FHjzzPTkdAuvl13_ZOI0M5UQm2MtK&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.562272, 'lng': 119.5833737}",ChIJd4f1msBabDQRcaimI_G5MrY,https://www.google.com/maps/place/?q=place_id:ChIJd4f1msBabDQRcaimI_G5MrY
瑞欣大飯店,N/A,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpcP_89Ao-9C_fnPL4lpE0qY7pB1xqHsSAscQMmqrnvQszsUAN4gwRszhuVqlxGSZNCf_NvnbZqbMCJA2GBOAM4_WgltsdwzLdxgsakMKONhniALMmvOcTWsFqbcaTN3zjb5zHJexGSMeJulfCDlHYDTN1L5T3awSY0TZAEtFjbaUAg8C6rsSVk26aLrBAComQs4XMG7z3p6r0kZ9prHkXLCCIgzsxeaP9YSZ2emW-wFFdqCBiQ1LREZoj1AAmU37h89ij_noWiE12qWF3tixBMqo_to4KHDJpT7K-E1LU6RtlP0iwUPxhh9jzDbFXfn2JuHuGSKvYKvAOKrFiS5JhehL-1of3us9E4lUyGg914bVq5C7sH8GBYKyPmdDOPPc8VaJMEkBYvpj0yeDV73FQeDiqnWAFGpdl0-tY8a02DaPMnzQptQ45SsSXVizs1Qs_bfoLDjg7yUxN3JK9HNrZgi_FxBslWM6r5y1axl8Naw-7wSEdUxjKrcC2bnvIDqYlR84h5dAGoNcJWl1bT6ngjiNR7ZRFpIDqZVADFF12URpekpViJL2_0jAmNjtkOzCU3FLAE9AiqfqtI8KSAMR3-fEhmDAfS8l6Zd7SsBOXgZr7Bm80vhiHH8ETq07vmruLFpWw&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.568157, 'lng': 119.56976}",ChIJi7R46-1abDQRZQANiCnFoZ8,https://www.google.com/maps/place/?q=place_id:ChIJi7R46-1abDQRZQANiCnFoZ8
日立大飯店,N/A,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpfGq70msskmViL6dLvu5htcLz_24kfH1_w6h-52cUbOdsT3SRTX6uqzA_bs0hkdXoamYeVE37H-utW9ROZN07RD23rkZWfFqt6WAWed-Lh9S-R-QiNhnv6ICy_vxhi0i9tAr2xoTXNmRZlItaTcs_mO6A83YCy7X_WK6XA8JD86_WsTX6RQqVTu0LHUPolrFkg1ab_nDRTJiCrHcKtMRQ4ugS_1xOPXbibFljjE2jwRFjBRMUjeTwK8NSsABO_60cA_j3fw9WwI7vBFEBs_qZz7xjIhXBDmBjEEDb94D1YhAAY-iF5CtLK1ZAvgAvsUDTlfLKvoLUo&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.5661057, 'lng': 119.5645336}",ChIJR1FYPvNabDQRUyMDryGVXbw,https://www.google.com/maps/place/?q=place_id:ChIJR1FYPvNabDQRUyMDryGVXbw
安一海景大飯店,N/A,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpe-QOpweAxw0UsfSBphdcecZlNcAXwPNm9P33taSHDgso1X3q0aXnVubiE1BvsWF8Iuoj3Hkqh6n1eoDsA9b64TIMMoN3MsvuUpF4pCyYzm1EcPmYdUjV39qXRy60BGOqs99sbKp2JcfPF-2dXasrXuLprL3iPjso6sKq86YTvDOXADzSA_pGseig-F7tI51u70zaX2NTH27e8_igxPGuebPwpqDzVR0GvE1_zE7X0ZI_4JGBJTQxCDwYHYJJm47gxPO5ZO8Bw4gGTllSEltrUIlzeOY0PGEAkpI2fidXMVM0HMGIkoN2a4YrNwbPCAgRAWajSe_6U&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.5736042, 'lng': 119.567996}",ChIJp8hXO_BabDQRhQjGV59TZUo,https://www.google.com/maps/place/?q=place_id:ChIJp8hXO_BabDQRhQjGV59TZUo
和寓旅店 ZZ Inn,N/A,4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpfxPMYOSqABUI2MgOPTJ6D_IJ7C98nmEPsVU7SFRXicaq6yFOVO1GcfhB2Jk4R45_jI7Z1XUY5xkNicdlCRncy4NX98RW6TuEZ3ZG8O9GvJF_H44WfGoD2Vqsvgjg6z4DUvqZ5KkLdNfEMWc_24x77KnKJvWn2Mwnak11nsOnEWtdhrCT_QdkJ3os1MEb3zpzdCo2Vg9kabxGtFwISYxrsmW9A-Vbi7TyTwoIFoFwhB3LX8KTSWy2wsnsZKrXuDUrXz77u1JamcY4e2ogVuLJbL0fjk55fCSQWbbE8I_JNt_YdTN-RmwM37dBkLDFjmMRHwm2lY_isUghl0mIA_lwNo-aMjuwYUN_FnmAeTeJNrGE6p29npoUiX6b6Pr3-wxSbGNPEyA6bofw1eOm4pnv_jmVbKQ5hq5S07EEjIBL2w_z8SImw-0LJlvVWhdu1NAkhcmrM30rBoGmgwOBu25d1Lj6_nvx8u1rHHauvveSUQMq5eCAJWqIAJ8e9VEU7b-XMErpvf4F6zLLnZZO4IdvB17ESqRCx6FjNN3Ocd0fwbe0O_50Ys3PW553RqiLsutc36jfNMSTwIJbA2_TcMH_w9EzoMOjQE5TpkDfN0r-yDMRrNsoC9KV6ZABkAPkQZBR_dEQ&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.5661579, 'lng': 119.567541}",ChIJMcsoVh1bbDQROwIw9XZak2U,https://www.google.com/maps/place/?q=place_id:ChIJMcsoVh1bbDQROwIw9XZak2U
慶霖飯店,N/A,3.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpel1f_SeQsIxBTi3dl940TdhgiaZogEfOnDAGeFlvJ66bKi54HUdKgyQFTVgwwtA9TPb2Dczl504vGtV-MmH-rQQOmZR884V0JMwwNfTqYDoUBTTHIiE-NeGM_E_5qerRVqqCh_mSGm_3h530iJfqmQxt6CcWBlNjxvPJSBaIvTS_kwBTKfF_FaYteD3JEDCbwXp_HeJsF0WZEe_86J3mSfkbtCfXddXHaIkSAwujB4HrDfc2lYFCIuawSd5azeo3wE9uHypPVMHz_VruPtnk2TzcPFJqzsZ_vNUlOXugD0_O-mHb_W0nt6smWdH36M7dgvRXAt1ro&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.5656116, 'lng': 119.5655026}",ChIJBRjMKPNabDQR7MTsfRxA38A,https://www.google.com/maps/place/?q=place_id:ChIJBRjMKPNabDQR7MTsfRxA38A
馥園民宿,N/A,3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=ATKogpfC23H5eUiOrs_eAYv9U6YOcpI1TNu0b5pKRhWU6EB3atytnCaI_v24DrSsZPKRYifs52FMEB842icpe0SbPMV3aWz0qMjfLCC3_ANx4zGQoeNeWpWrHmOZYOO-sol9TG4zudWRIlzWjmDU6GwccmF2rXQGwcTDr8QHFlxRuUWPr8ypwxMEG9My0IP1G8RMra_nfOiu6HTlq5d_gUMyqtVh0c6BefHlCx-GjzCZWY6vU2ZPQxl-SSIcjwIcD1gR_u9YqQjEaPZJLzCttaFSm_EO-S3WaUUOunxkxi5Hj5t07oOJ6QRq7qbazh77Kk7zWxmvhxm5ynYIVNu-Jd_1UKD4_5trP9hC0fqZWfWZI6hjb6H9qqRY7rdyFZcsp5Cb-f26KVwAPr64fXGwCvYZ0vfrGnlzDN4LH4CAFgixZtG0PpFgnRnyAiKBkmLnvFFAZtzuJK8kCfaD1TZ5NPjiq1cZh2b1EdDiC-9oocKZ0PHJ_0dwBWMyhP5MKNq-1sKHToteunzxf0EHbJ0VwBYajjWgDFQqSh72RejA5rLdbQuMhb9u0bey9bL26H_qcJKnqKOp04t5OafPtxL8sv4t0UCufzVPy0u3AA5Ix1ID-Rlg919X2lzye48xV-qVGo5L7zsrLw&key=AIzaSyCtQ3VXDHwScJxudQOPcElVY3YMAmHR124,"{'lat': 23.56705539999999, 'lng': 119.5848406}",ChIJm-pm-sNabDQRjhak0MPiCG8,https://www.google.com/maps/place/?q=place_id:ChIJm-pm-sNabDQRjhak0MPiCG8
