no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,gender,weather,temperature,tidal
12,02/01/2022 12:00:00 PM,"0150deb7d0,0089",4ecfccb7354a82d3f6acd56027a504f87a61,澎湖七美莫咖啡 More Coffee,23.6116,119.5616,222807,62,0,多雲,29.0,2
13,02/01/2022 01:00:00 PM,"0150deb7d0,0102",43f685441301e628e8ecbb2d3e98a7d78b68,O2 Lab 海漂實驗室,23.6584,119.5848,223160,64,1,晴,17.4,1
14,02/01/2022 02:00:00 PM,"0150deb7d0,0157",4d4a95eab906b4303cc92d15d675e05cf867,年年有鰆,23.6472,119.5119,221410,65,1,晴,31.0,2
15,02/01/2022 03:00:00 PM,"0150deb7d0,0102",506d3fc48fee9426b1cd5a11f75975fb45b9,撒野旅店 Say Yeah Inn,23.6979,119.5776,220261,32,1,多雲,21.0,1
16,02/01/2022 04:00:00 PM,"0150deb7d0,0024",23a35817b4c9555cef715d734e7e05d134d0,南寮風車有機農場｜風島物產,23.6036,119.5826,227041,78,0,多雲,29.2,2
17,02/01/2022 05:00:00 PM,"0150deb7d0,0102",5432ed03aa43454e0f18c7bf2197e6a73674,離島出走 Isle Travel,23.6521,119.59,224628,67,1,多雲,30.2,2
18,02/01/2022 06:00:00 PM,"0150deb7d0,0384",32b6d5d76ca914efbfc5ea7610d96117f139,撒野旅店 Say Yeah Inn,23.6796,119.5364,221031,18,0,風雨,21.3,1
19,02/01/2022 07:00:00 PM,"0150deb7d0,0112",20ff21acc02d516437bd9478c9e89a126e25,鄭家莊｜澎湖七美民宿,23.5909,119.5962,229685,56,1,晴,31.9,2
20,02/01/2022 08:00:00 PM,"0150deb7d0,0157",fb378ece4b3c9131359a15575c49f1b0a96,O2 Lab 海漂實驗室,23.5304,119.56,227146,78,0,晴,17.1,1
21,02/01/2022 09:00:00 PM,"0150deb7d0,0112",6ba0a3c1decfb45facb801f92e8f39f047a2,年年有鰆,23.59,119.5816,225732,48,0,多雲,30.9,1
22,02/01/2022 10:00:00 PM,"0150deb7d0,0024",44f4df5676bf24bbb89b8785627be6e00b49,南寮風車有機農場｜風島物產,23.6058,119.5812,226360,66,1,晴,23.8,2
23,02/01/2022 11:00:00 PM,"0150deb7d0,0401",541f189441ff1e010aa4006d062192cdc2d7,鄭家莊｜澎湖七美民宿,23.5205,119.5462,222253,55,1,多雲,20.3,2
24,02/02/2022 12:00:00 AM,"0150deb7d0,0384",2451b88e319ca405353d9e78306256291627,澎湖七美莫咖啡 More Coffee,23.6072,119.5633,222000,42,0,晴,21.0,1
25,02/02/2022 01:00:00 AM,"0150deb7d0,0157",4101c8dc3a92676fc47ac50a8cafc160b09d,鄭家莊｜澎湖七美民宿,23.5853,119.5938,221211,75,1,多雲,17.7,2
26,02/02/2022 02:00:00 AM,"0150deb7d0,0112",189e227d94d684ad7c6e50b62abec823b646,澎湖七美莫咖啡 More Coffee,23.651,119.5923,220642,79,0,風雨,23.5,2
27,02/02/2022 03:00:00 AM,"0150deb7d0,0112",202acfbd675381f5c113f5e04546152daaeb,年年有鰆,23.5067,119.5215,222220,44,0,晴,23.8,1
28,02/02/2022 04:00:00 AM,"0150deb7d0,0157",4381576ae911bccffe53adfe23c2ab4a0e01,南寮風車有機農場｜風島物產,23.5039,119.5696,226548,53,1,多雲,22.3,1
29,02/02/2022 05:00:00 AM,"0150deb7d0,0102",310cb622097fbb1cc3d05908b8954deddc22,南寮風車有機農場｜風島物產,23.65,119.5253,227191,59,1,多雲,30.8,1
30,02/02/2022 06:00:00 AM,"0150deb7d0,0112",28bf00877c4c415a588af54299fe1c14263c,澎湖七美莫咖啡 More Coffee,23.6021,119.5062,228886,47,1,多雲,28.5,1
31,02/02/2022 07:00:00 AM,"0150deb7d0,0157",420a27ebcaafa450a2af0ff1273bcc386b75,年年有鰆,23.5702,119.5946,229867,62,1,晴,24.3,2
32,02/02/2022 08:00:00 AM,"0150deb7d0,0384",248b46105c6abfd0b26f1b2286b1805c6992,撒野旅店 Say Yeah Inn,23.6238,119.5991,222270,38,0,多雲,17.4,1
33,02/02/2022 09:00:00 AM,"0150deb7d0,0089",6d6c7af37f4691df1f7042f6e8b75343504b,離島出走 Isle Travel,23.5122,119.512,227196,65,1,多雲,28.6,1
34,02/02/2022 10:00:00 AM,"0150deb7d0,0401",34f1056d858ab0604e62dd343aedf561c3ca,鄭家莊｜澎湖七美民宿,23.5343,119.5323,226313,56,1,晴,16.5,1
35,02/02/2022 11:00:00 AM,"0150deb7d0,0157",c3e902bf4a0da23d6129a5cf12ec225e45a,離島出走 Isle Travel,23.6925,119.5094,226169,66,0,風雨,24.6,2
36,02/02/2022 12:00:00 PM,"0150deb7d0,0102",518fb22c3f9754e83310614f74a9a9d41090,南寮風車有機農場｜風島物產,23.506,119.537,227940,56,0,晴,16.8,2
37,02/02/2022 01:00:00 PM,"0150deb7d0,0024",1fcef1c45c1349fdf31eaa0e522797800b82,年年有鰆,23.6161,119.5704,223854,72,0,晴,22.8,1
38,02/02/2022 02:00:00 PM,"0150deb7d0,0112",197a4da65d543b9e2f3805c7af9babb1c651,鄭家莊｜澎湖七美民宿,23.5726,119.5025,224161,54,0,風雨,23.3,1
39,02/02/2022 03:00:00 PM,"0150deb7d0,0102",6f87607cb5c9ecdc1a7eb3ee58b21e673f57,鄭家莊｜澎湖七美民宿,23.642,119.5022,227869,36,1,多雲,18.0,1
40,02/02/2022 04:00:00 PM,"0150deb7d0,0089",13c199df67f0caabcad860058b6b897f5a24,O2 Lab 海漂實驗室,23.626,119.554,227572,76,1,多雲,23.6,2
41,02/02/2022 05:00:00 PM,"0150deb7d0,0112",4acee158093ae9f94a10a4a0c7aa0f501909,年年有鰆,23.5508,119.549,222292,21,0,多雲,25.0,1
42,02/02/2022 06:00:00 PM,"0150deb7d0,0384",26e00da956d3a077a245bf3087e6ff03ba0b,鄭家莊｜澎湖七美民宿,23.612,119.5317,228283,60,1,多雲,23.9,1
43,02/02/2022 07:00:00 PM,"0150deb7d0,0112",56269f0a0e2928a27a325ac0428d54dc3394,澎湖七美莫咖啡 More Coffee,23.6392,119.5535,226389,28,0,風雨,24.4,2
44,02/02/2022 08:00:00 PM,"0150deb7d0,0102",60d95114d423901f2387ef99ab2b68c816f4,離島出走 Isle Travel,23.5268,119.589,227868,29,0,晴,16.0,2
45,02/02/2022 09:00:00 PM,"0150deb7d0,0089",5702b8964f1889488ada97ce98447c2d73d0,O2 Lab 海漂實驗室,23.6282,119.5165,224713,60,0,晴,30.5,1
46,02/02/2022 10:00:00 PM,"0150deb7d0,0102",1199ad2d947504382721383680383bff2a59,離島出走 Isle Travel,23.5581,119.5741,226407,62,1,晴,15.9,1
47,02/02/2022 11:00:00 PM,"0150deb7d0,0384",51701e9989d6f29a4b8a8c14b55f356cc92f,撒野旅店 Say Yeah Inn,23.5273,119.5848,225104,35,0,多雲,26.0,1
48,02/03/2022 12:00:00 AM,"0150deb7d0,0024",3ce66fb647806ffe742c05e04ba11516269c,南寮風車有機農場｜風島物產,23.6445,119.5882,220151,21,0,晴,20.1,1
49,02/03/2022 01:00:00 AM,"0150deb7d0,0024",3f0165da09988e3c3e787d86a79a043a4397,澎湖七美莫咖啡 More Coffee,23.6515,119.5868,227384,39,1,多雲,15.6,1
50,02/03/2022 02:00:00 AM,"0150deb7d0,0384",5e1838af0a0155bfa78c8ab20ae17e239bed,南寮風車有機農場｜風島物產,23.511,119.5973,222608,30,0,風雨,30.7,1
51,02/03/2022 03:00:00 AM,"0150deb7d0,0112",715c90812092db9457702b2247a947f5c0cc,鄭家莊｜澎湖七美民宿,23.6537,119.5462,226681,80,0,多雲,23.4,1
52,02/03/2022 04:00:00 AM,"0150deb7d0,0112",2402d79f47569bc1f9eb2a05a63ee58d5639,鄭家莊｜澎湖七美民宿,23.5637,119.5927,226128,37,0,多雲,28.7,2
53,02/03/2022 05:00:00 AM,"0150deb7d0,0401",59a21156f869c7be73d3617b2b9158a3c492,撒野旅店 Say Yeah Inn,23.5437,119.5805,228546,56,1,晴,25.3,2
54,02/03/2022 06:00:00 AM,"0150deb7d0,0401",4b506d8e84ffa580b80e24251eca507a0d00,撒野旅店 Say Yeah Inn,23.6846,119.5946,229836,48,0,風雨,15.5,2
55,02/03/2022 07:00:00 AM,"0150deb7d0,0112",510928189afb76b09b98d3ddeb73a05a5bf9,撒野旅店 Say Yeah Inn,23.6599,119.5149,227604,28,0,晴,30.3,2
56,02/03/2022 08:00:00 AM,"0150deb7d0,0112",2824c99bdb5c1a866a56a329266bc1b02cd0,年年有鰆,23.5573,119.5806,221299,19,0,風雨,18.4,1
57,02/03/2022 09:00:00 AM,"0150deb7d0,0024",39d5bfb737edcafa303ec7534fa36fc3064e,撒野旅店 Say Yeah Inn,23.6683,119.5061,226429,49,1,多雲,32.9,1
58,02/03/2022 10:00:00 AM,"0150deb7d0,0089",2dda48144514f24e67420541511f9a2f2d97,年年有鰆,23.6219,119.525,220919,76,1,晴,32.9,2
59,02/03/2022 11:00:00 AM,"0150deb7d0,0401",238887bce49d96196f1f904ad665a2136948,澎湖七美莫咖啡 More Coffee,23.5453,119.5811,225290,22,1,晴,29.7,2
60,02/03/2022 12:00:00 PM,"0150deb7d0,0401",1fea2d11f7b72b37488d1cfdf2e4551a8617,O2 Lab 海漂實驗室,23.6225,119.5919,220704,78,0,多雲,25.5,2
61,02/03/2022 01:00:00 PM,"0150deb7d0,0112",58e593bc20ec29a36dadc502b039adc0eb02,撒野旅店 Say Yeah Inn,23.5829,119.5758,221275,54,0,晴,15.0,1
62,02/03/2022 02:00:00 PM,"0150deb7d0,0157",61acd5b62ceab6e312b396e418921dc044f7,撒野旅店 Say Yeah Inn,23.6285,119.5963,221166,66,0,多雲,30.9,1
63,02/03/2022 03:00:00 PM,"0150deb7d0,0102",450689cd47f69fcab7f1871530bc7b36704a,年年有鰆,23.5211,119.5159,229304,59,0,風雨,15.4,1
64,02/03/2022 04:00:00 PM,"0150deb7d0,0102",436bb2fd956e77b9481797466fa6822c10d3,離島出走 Isle Travel,23.5357,119.5132,224353,36,0,晴,25.6,1
65,02/03/2022 05:00:00 PM,"0150deb7d0,0112",124a64aee61311acaf7df82a27eade19e802,撒野旅店 Say Yeah Inn,23.5672,119.574,224169,38,1,晴,31.5,2
66,02/03/2022 06:00:00 PM,"0150deb7d0,0024",637d72129aa9e365d9ed2435a355a95ca8b6,南寮風車有機農場｜風島物產,23.5152,119.5326,223435,18,1,晴,15.2,2
67,02/03/2022 07:00:00 PM,"0150deb7d0,0089",3a27c3ef74f567a58df6cc24ac2bfce8646d,O2 Lab 海漂實驗室,23.5985,119.584,226458,37,1,晴,16.3,1
68,02/03/2022 08:00:00 PM,"0150deb7d0,0024",314e3d05d2fa77cfe12043b1dba63098a927,南寮風車有機農場｜風島物產,23.6594,119.5671,223860,74,1,風雨,30.4,1
69,02/03/2022 09:00:00 PM,"0150deb7d0,0024",3eb409314b26716b1f7a43dec36044f3eb5a,澎湖七美莫咖啡 More Coffee,23.6127,119.5969,229195,26,0,晴,18.3,2
70,02/03/2022 10:00:00 PM,"0150deb7d0,0102",3e63fb66873be0a2f5ff49a6ea444c78475a,南寮風車有機農場｜風島物產,23.6386,119.5916,226345,47,1,風雨,32.4,1
71,02/03/2022 11:00:00 PM,"0150deb7d0,0157",35f6ba65ad52422591c86b50580d4940cbf2,南寮風車有機農場｜風島物產,23.5475,119.5216,228636,43,1,晴,29.2,2
72,02/04/2022 12:00:00 AM,"0150deb7d0,0112",5a3ebd49c4d23bd1dc799d6ef1fd495d773b,O2 Lab 海漂實驗室,23.5894,119.5634,221353,50,0,風雨,18.8,2
73,02/04/2022 01:00:00 AM,"0150deb7d0,0384",70cb11c1409c939683e71abecde3960dfe80,鄭家莊｜澎湖七美民宿,23.5156,119.5625,222197,51,0,多雲,18.6,1
74,02/04/2022 02:00:00 AM,"0150deb7d0,0157",6340fa5a91212d9e91bcd1967b561eac9e10,年年有鰆,23.5879,119.5773,225974,31,0,風雨,32.3,2
75,02/04/2022 03:00:00 AM,"0150deb7d0,0024",3cb0456da0e25b9e5fc4a68c4fd55c1fdca7,離島出走 Isle Travel,23.6355,119.5375,224843,70,0,晴,16.4,2
76,02/04/2022 04:00:00 AM,"0150deb7d0,0089",253777eeb00d42b03dc228ca083c6efae242,鄭家莊｜澎湖七美民宿,23.5689,119.5583,229428,48,1,多雲,25.6,2
77,02/04/2022 05:00:00 AM,"0150deb7d0,0401",1f6fc7a97b4669e581217ac95054efab4506,O2 Lab 海漂實驗室,23.512,119.5133,226227,41,0,晴,32.6,2
78,02/04/2022 06:00:00 AM,"0150deb7d0,0024",2077e45a0d6becfedbdf975ce70a14031983,年年有鰆,23.5514,119.5683,227532,72,0,風雨,21.5,2
79,02/04/2022 07:00:00 AM,"0150deb7d0,0112",1631a0b5b63b45e3631fd6c001253ad8e975,南寮風車有機農場｜風島物產,23.5367,119.5265,226229,35,1,風雨,16.2,1
80,02/04/2022 08:00:00 AM,"0150deb7d0,0089",578d1215a345ff060625bd403dd1d43fb344,澎湖七美莫咖啡 More Coffee,23.5101,119.5907,226977,79,0,風雨,22.1,2
81,02/04/2022 09:00:00 AM,"0150deb7d0,0157",1e8968b731de135c6376cf5b049d93c24f2d,離島出走 Isle Travel,23.5466,119.584,222740,77,0,風雨,21.3,1
82,02/04/2022 10:00:00 AM,"0150deb7d0,0024",128f7bcb80a2d1f626319b0572f86ea9a3d6,澎湖七美莫咖啡 More Coffee,23.539,119.5246,221406,75,1,多雲,23.1,1
83,02/04/2022 11:00:00 AM,"0150deb7d0,0112",1491e01afba67114fe0140f0a23778542834,鄭家莊｜澎湖七美民宿,23.5558,119.5063,224372,80,0,多雲,30.7,2
84,02/04/2022 12:00:00 PM,"0150deb7d0,0112",e8d2bcb76b8d23918ad8647cb685e445770,年年有鰆,23.5396,119.5392,223299,24,0,多雲,28.9,1
85,02/04/2022 01:00:00 PM,"0150deb7d0,0089",163e700801ad59694231a69add6b6a1de68b,年年有鰆,23.6507,119.594,223592,40,0,風雨,26.6,2
86,02/04/2022 02:00:00 PM,"0150deb7d0,0089",5dbacf7947e37c8b6fa6a898dadd6dd7b823,離島出走 Isle Travel,23.6008,119.5975,220227,46,1,晴,32.1,2
87,02/04/2022 03:00:00 PM,"0150deb7d0,0112",44f95e43fac081604d60fe60bf991ddfeadc,澎湖七美莫咖啡 More Coffee,23.6451,119.5745,220179,50,1,晴,27.9,2
88,02/04/2022 04:00:00 PM,"0150deb7d0,0401",5a554eb33db45d6cd98621121701bfbe14c8,撒野旅店 Say Yeah Inn,23.5124,119.5893,229856,28,0,晴,22.7,1
89,02/04/2022 05:00:00 PM,"0150deb7d0,0401",499bde0479b4dffe8c150e80dedec9725efb,離島出走 Isle Travel,23.5856,119.5183,229634,57,1,風雨,21.3,1
90,02/04/2022 06:00:00 PM,"0150deb7d0,0089",66183cdb50d2d9fb7cb78dd498fa4aeb4f12,O2 Lab 海漂實驗室,23.6671,119.5264,227362,54,0,風雨,31.4,1
91,02/04/2022 07:00:00 PM,"0150deb7d0,0024",10b11411b5af10c87f9544ad609f41b7268f,離島出走 Isle Travel,23.5866,119.5828,221273,55,0,多雲,29.3,1
92,02/04/2022 08:00:00 PM,"0150deb7d0,0102",6eeefce9bd2788aae9599c4fc1ebc9f7cd85,撒野旅店 Say Yeah Inn,23.6201,119.5287,226126,40,0,晴,32.1,1
93,02/04/2022 09:00:00 PM,"0150deb7d0,0401",589b428e21db00125147ff5a3fa940b2ad0d,離島出走 Isle Travel,23.5973,119.5127,223237,44,0,多雲,15.7,2
94,02/04/2022 10:00:00 PM,"0150deb7d0,0102",3b918e7649df5b00466e35124b5b9aca7549,O2 Lab 海漂實驗室,23.5866,119.5021,229117,60,0,風雨,30.9,1
95,02/04/2022 11:00:00 PM,"0150deb7d0,0384",2d1d5574fbcaff81827b950c1cc5e85550b0,離島出走 Isle Travel,23.6099,119.5936,224576,58,0,風雨,21.7,1
96,02/05/2022 12:00:00 AM,"0150deb7d0,0157",637ef347fef691a1ddae8b84490efc240ade,撒野旅店 Say Yeah Inn,23.5305,119.5057,223540,24,0,晴,21.5,1
97,02/05/2022 01:00:00 AM,"0150deb7d0,0112",5aea712acd57bb642a22416381df2df1c1cb,O2 Lab 海漂實驗室,23.6881,119.5045,229891,40,0,風雨,21.5,1
98,02/05/2022 02:00:00 AM,"0150deb7d0,0024",271165871e862e099a16fac4612717446d59,離島出走 Isle Travel,23.578,119.5552,226015,70,1,風雨,25.7,1
99,02/05/2022 03:00:00 AM,"0150deb7d0,0089",4e229693e4ca4c1294130786ea6cb836d1d7,澎湖七美莫咖啡 More Coffee,23.6687,119.556,222070,77,0,多雲,22.0,2
100,02/05/2022 04:00:00 AM,"0150deb7d0,0102",4ec89d28333f5385307f5f6c3d32fb308eaf,O2 Lab 海漂實驗室,23.5609,119.5068,227140,55,1,晴,29.2,1
101,02/05/2022 05:00:00 AM,"0150deb7d0,0157",1c97a4746652bc2b24a4725e57487bc1e33e,鄭家莊｜澎湖七美民宿,23.6696,119.5448,226761,40,1,多雲,32.8,2
102,02/05/2022 06:00:00 AM,"0150deb7d0,0157",f670d88fa7801a4aedf56feb2620ace5d88,南寮風車有機農場｜風島物產,23.6508,119.5586,225692,43,0,多雲,24.2,2
103,02/05/2022 07:00:00 AM,"0150deb7d0,0401",1cedc315627120af25e11ffeccc230149d91,撒野旅店 Say Yeah Inn,23.5815,119.5081,227257,25,1,風雨,19.5,1
104,02/05/2022 08:00:00 AM,"0150deb7d0,0112",1a30633e46ef3172e17178727d0c6c7b10ae,離島出走 Isle Travel,23.5789,119.5352,221195,27,0,晴,25.5,2
105,02/05/2022 09:00:00 AM,"0150deb7d0,0102",5c1b8b2b688b9d475d7b565417718ed2a37b,年年有鰆,23.5953,119.5297,222960,18,0,風雨,29.4,2
106,02/05/2022 10:00:00 AM,"0150deb7d0,0157",1889b50a9e06804ddc057ce29dfe75ed2739,O2 Lab 海漂實驗室,23.6489,119.5386,224827,34,0,風雨,32.4,1
107,02/05/2022 11:00:00 AM,"0150deb7d0,0401",7061d4b5047b2dbe94e5bf893fb540010b7f,離島出走 Isle Travel,23.5665,119.5477,220816,26,0,晴,31.9,2
108,02/05/2022 12:00:00 PM,"0150deb7d0,0102",3d1bfab174310d11e39ea60ec35af816b2ef,南寮風車有機農場｜風島物產,23.6594,119.5585,227929,20,1,晴,31.6,2
109,02/05/2022 01:00:00 PM,"0150deb7d0,0401",2b6968a4439e95bcd37d753b99ea64853e35,澎湖七美莫咖啡 More Coffee,23.6526,119.5227,226889,44,1,多雲,32.7,2
110,02/05/2022 02:00:00 PM,"0150deb7d0,0102",706ba7806607fae447a732d19db28f6ae8e5,鄭家莊｜澎湖七美民宿,23.6853,119.5299,222797,36,0,多雲,27.5,1
111,02/05/2022 03:00:00 PM,"0150deb7d0,0384",18faf383ef148667ea7e460af07bd9376ed5,鄭家莊｜澎湖七美民宿,23.5561,119.5341,227816,22,1,晴,28.0,2
112,02/05/2022 04:00:00 PM,"0150deb7d0,0102",301b118f0cc9628186613a2f25c05cca9de8,南寮風車有機農場｜風島物產,23.6707,119.5138,226121,77,0,晴,23.6,1
113,02/05/2022 05:00:00 PM,"0150deb7d0,0112",5d6b9134c406e0e8d5c64b8b8769954bf66a,年年有鰆,23.5981,119.5006,227555,27,0,多雲,20.4,1
114,02/05/2022 06:00:00 PM,"0150deb7d0,0401",5a8545eff594a286ed5ce208345a4b108208,南寮風車有機農場｜風島物產,23.6633,119.5071,222716,71,1,晴,25.4,1
115,02/05/2022 07:00:00 PM,"0150deb7d0,0112",4adfc02d32acdc0d073b3dfe41956cf79290,O2 Lab 海漂實驗室,23.6286,119.5614,225321,40,1,晴,19.3,2
116,02/05/2022 08:00:00 PM,"0150deb7d0,0024",4feeaa6728dde4ec5872b1c99b5e3285502e,南寮風車有機農場｜風島物產,23.6893,119.5399,226125,78,1,晴,32.1,2
117,02/05/2022 09:00:00 PM,"0150deb7d0,0157",2e019953d60ebcd6f6ecdc34ae5d8076ea30,澎湖七美莫咖啡 More Coffee,23.6786,119.5463,227797,26,1,晴,25.3,1
118,02/05/2022 10:00:00 PM,"0150deb7d0,0089",1f09bc3e01ce57cb8ffe262679afe5122325,南寮風車有機農場｜風島物產,23.5632,119.5253,228919,38,1,晴,17.3,1
119,02/05/2022 11:00:00 PM,"0150deb7d0,0112",364375c61bc4d4ca9e7a8eeb5447a0033667,澎湖七美莫咖啡 More Coffee,23.6751,119.5157,222007,37,0,風雨,15.1,1
120,02/06/2022 12:00:00 AM,"0150deb7d0,0157",5f14acf4a2df532db2250d62686e65e0ad06,澎湖七美莫咖啡 More Coffee,23.5072,119.5263,227377,25,1,風雨,18.2,1
121,02/06/2022 01:00:00 AM,"0150deb7d0,0102",26e5334fe293c6bf5d0c9d1cf337f66dab71,離島出走 Isle Travel,23.5041,119.5981,223993,22,1,晴,19.6,2
122,02/06/2022 02:00:00 AM,"0150deb7d0,0384",5dab0ac5eeed70f467fa1b2de220faa64235,澎湖七美莫咖啡 More Coffee,23.5557,119.5326,220468,50,0,晴,23.3,1
123,02/06/2022 03:00:00 AM,"0150deb7d0,0024",5db111a77868383b5d34f87a017b69dc4834,O2 Lab 海漂實驗室,23.5214,119.5377,224222,48,1,晴,25.6,1
124,02/06/2022 04:00:00 AM,"0150deb7d0,0024",1529c85a821ac403704911c3864dc494c4e2,鄭家莊｜澎湖七美民宿,23.695,119.5439,228437,33,0,多雲,23.8,2
125,02/06/2022 05:00:00 AM,"0150deb7d0,0384",3728ecfd951795e630d32f53f00503ed0db1,撒野旅店 Say Yeah Inn,23.6644,119.5174,222205,80,1,風雨,15.5,1
126,02/06/2022 06:00:00 AM,"0150deb7d0,0102",30130986049475c0445bc312e976ab3f438b,南寮風車有機農場｜風島物產,23.5034,119.5466,225583,72,0,多雲,31.3,1
127,02/06/2022 07:00:00 AM,"0150deb7d0,0024",16cbc753ceea698020d6d2563969dfaac770,南寮風車有機農場｜風島物產,23.6364,119.5387,223078,30,1,風雨,20.3,2
128,02/06/2022 08:00:00 AM,"0150deb7d0,0401",1422570a27341093c1b02729deca43d6728f,O2 Lab 海漂實驗室,23.5733,119.5516,220710,51,1,晴,27.2,1
129,02/06/2022 09:00:00 AM,"0150deb7d0,0102",2fedbb511f9f25bb6099a613da11a007c7dd,鄭家莊｜澎湖七美民宿,23.6397,119.5769,227264,30,0,風雨,19.6,2
130,02/06/2022 10:00:00 AM,"0150deb7d0,0024",64b63cd7d28183f6b72a1cbc24b808637982,年年有鰆,23.6241,119.5592,228694,40,1,晴,20.1,1
131,02/06/2022 11:00:00 AM,"0150deb7d0,0401",48b5e3c3a0cfdf9e5c7e5a7cc0f5a187b0d3,年年有鰆,23.6857,119.552,227893,66,0,多雲,18.0,2
132,02/06/2022 12:00:00 PM,"0150deb7d0,0102",28b51fc63bc1029f8dda03c59a23c93d582f,澎湖七美莫咖啡 More Coffee,23.5573,119.57,227748,63,0,多雲,31.2,2
133,02/06/2022 01:00:00 PM,"0150deb7d0,0112",136ea159a472c53e7fdc265bc9ee8b5c98d0,年年有鰆,23.6863,119.54,221263,55,1,風雨,28.8,1
134,02/06/2022 02:00:00 PM,"0150deb7d0,0384",193d52fe64cf7704d91d91b7e3ab0b50aa62,澎湖七美莫咖啡 More Coffee,23.6172,119.5273,229665,30,0,多雲,21.9,1
135,02/06/2022 03:00:00 PM,"0150deb7d0,0112",55713b268006a77e537fedd0f835b48cc4c5,撒野旅店 Say Yeah Inn,23.555,119.5825,223763,76,1,風雨,25.0,1
136,02/06/2022 04:00:00 PM,"0150deb7d0,0401",3c9accef5d8256ab05c0722930b9a370bc4d,鄭家莊｜澎湖七美民宿,23.6011,119.545,228601,76,0,晴,29.3,2
137,02/06/2022 05:00:00 PM,"0150deb7d0,0024",5c032bbdd882bcadb9fa1e09c3766d8df3e8,鄭家莊｜澎湖七美民宿,23.6858,119.5892,225441,47,0,多雲,29.7,2
138,02/06/2022 06:00:00 PM,"0150deb7d0,0089",58d68cdf6933ed207779bd258add6c0846b5,鄭家莊｜澎湖七美民宿,23.6436,119.5956,220967,61,1,風雨,29.3,2
139,02/06/2022 07:00:00 PM,"0150deb7d0,0384",63a5a4c7f9f7a869a89104a0cec8b0ecd2a5,年年有鰆,23.6548,119.5232,222078,72,1,風雨,24.1,2
140,02/06/2022 08:00:00 PM,"0150deb7d0,0102",6eb29f325c877e32ae931f3dd736e1bb6240,鄭家莊｜澎湖七美民宿,23.5553,119.5972,227081,19,1,晴,27.4,2
141,02/06/2022 09:00:00 PM,"0150deb7d0,0112",691c85f6e88ea0dbc537417b83b437d36878,澎湖七美莫咖啡 More Coffee,23.6574,119.5801,223469,57,1,晴,20.9,2
142,02/06/2022 10:00:00 PM,"0150deb7d0,0401",336452ea22837ad487938f0f52b4d218392d,離島出走 Isle Travel,23.5896,119.5826,228952,55,0,晴,18.7,1
143,02/06/2022 11:00:00 PM,"0150deb7d0,0102",321556495952c3948aacff97883ee09b0d37,離島出走 Isle Travel,23.6934,119.5796,224731,80,1,多雲,17.0,1
144,02/07/2022 12:00:00 AM,"0150deb7d0,0157",c2ec3839ba053748d931881ed15eabc5fc3,撒野旅店 Say Yeah Inn,23.674,119.5635,226286,66,1,風雨,20.7,1
